# count	accession	asmId	sciName	comName	taxId	bioSample	asmType	asmLevel	asmData	submitter	asmSize	maskedPerCent	primary/secondary	VGPClade
745	GCF_036172605.1	GCF_036172605.1_aPelFus1.pri	Pelobates fuscus	common spadefoot toad (primary hap 2024 refseq)	191477	SAMN39244120	haploid	Chromosome	26 Jan 2024	Vertebrate Genomes Project	 3,606,456,729	51.45	primary	amphibians
746	GCF_036250125.1	GCF_036250125.1_bDixPip1.hap1	Pseudopipra pipra	white-crowned manakin (hap1 2024 refseq)	415032	SAMN32739894	haploid	Chromosome	31 Jan 2024	Vertebrate Genomes Project	 1,165,201,947	21.92	primary	birds
747	GCF_036321535.1	GCF_036321535.1_mCamDro1.pat	Camelus dromedarius	Arabian camel (paternal hap 2024 refseq)	9838	SAMN39296380	haploid (paternal haplotype of diploid)	Chromosome	31 Jan 2024	Vertebrate Genomes Project	 2,306,603,094	33.51	primary	mammals
748	GCF_036365525.1	GCF_036365525.1_sHetFra1.hap1	Heterodontus francisci	horn shark (sHetFra1hap1 2024)	7792	SAMN39432692	haploid (haplotype 1)	Chromosome	06 Feb 2024	Vertebrate Genomes Project	 6,013,048,672	68.67	primary	sharks
749	GCF_036370855.1	GCF_036370855.1_bDroNov1.hap1	Dromaius novaehollandiae	emu (hap1 2024)	8790	SAMN39262816	haploid	Chromosome	26 Feb 2024	Vertebrate Genomes Project	 1,468,706,110	24.07	primary	birds
750	GCF_036373705.1	GCF_036373705.1_fAmiCal2.hap1	Amia calva	bowfin (hap1 2024 refseq)	7924	SAMN39643085	haploid (haplotype 1)	Chromosome	06 Feb 2024	Vertebrate Genomes Project	   989,103,751	37.37	primary	fish
751	GCF_036417665.1	GCF_036417665.1_bPasDom1.hap1	Passer domesticus	house sparrow (hap1 2024 refseq)	48849	SAMN39255856	haploid	Chromosome	07 Feb 2024	Vertebrate Genomes Project	 1,310,131,054	26.39	primary	birds
752	GCF_036417845.1	GCF_036417845.1_bAptMan1.hap1	Apteryx mantelli	North Island brown kiwi (hap1 2024 refseq)	2696672	SAMN39257886	haploid (haplotype 1)	Chromosome	06 Feb 2024	Vertebrate Genomes Project	 1,504,396,159	21.93	primary	birds
753	GCF_036850765.1	GCF_036850765.1_mSacBil1_pri_phased_curated	Saccopteryx bilineata	greater sac-winged bat (primary hap 2024 refseq)	59482	SAMN37288508	haploid (principal pseudohaplotype of diploid)	Chromosome	26 Feb 2024	Bat1K	 2,612,309,609	42.95	primary	mammals
754	GCF_036850995.1	GCF_036850995.1_mSacLep1_pri_phased_curated	Saccopteryx leptura	lesser sac-winged bat (primary hap 2024 refseq)	249018	SAMN37390139	haploid (principal pseudohaplotype of diploid)	Chromosome	26 Feb 2024	Bat1K	 2,576,513,769	42.56	primary	mammals
755	GCF_036971445.1	GCF_036971445.1_sNarBan1.hap1	Narcine bancroftii	Caribbean electric ray (hap1 2024 refseq)	1343680	SAMN39325148	haploid (haplotype 1)	Chromosome	06 Mar 2024	Vertebrate Genomes Project	 3,328,432,768	54.80	primary	sharks
756	GCF_037038585.1	GCF_037038585.1_bPatFas1.hap1	Patagioenas fasciata	band-tailed pigeon (hap1 2025)	372321	SAMN40018840	haploid (haplotype 1)	Chromosome	07 Feb 2025	Vertebrate Genomes Project	 1,454,324,034	23.22	secondary	birds
757	GCF_037157495.1	GCF_037157495.1_bLatDis1.hap1	Lathamus discolor	swift parrot (hap1 2024)	678569	SAMN40289871	haploid (haplotype 1)	Chromosome	15 Mar 2024	Vertebrate Genomes Project	 1,241,003,407	16.81	primary	birds
758	GCF_037176765.1	GCF_037176765.1_rAnoSag1.mat	Anolis sagrei	Brown anole (maternal hap 2024 refseq)	38937	SAMN40144551	haploid (maternal haplotype of diploid)	Chromosome	15 Mar 2024	Vertebrate Genomes Project	 1,950,830,970	53.77	primary	reptiles
759	GCF_037176945.1	GCF_037176945.1_fLatCha1.pri	Latimeria chalumnae	coelacanth (fLatCha1 primary hap 2024)	7897	SAMN39710040	haploid (principal pseudohaplotype of diploid)	Chromosome	18 Mar 2024	Vertebrate Genomes Project	 2,947,609,019	54.45	primary	fish
760	GCF_037993035.1	GCF_037993035.1_T2T-MFA8v1.0	Macaca fascicularis	crab-eating macaque (582-1 2024)	9541	SAMN38317298	haploid	Complete Genome	05 Apr 2024	Shanghai Jiao Tong University	 3,042,914,375	52.97	primary	primates
761	GCF_039877785.1	GCF_039877785.1_fChaTrf1.hap1	Chaetodon trifascialis	chevron butterflyfish (hap1 2024 refseq)	109706	SAMN41253346	haploid (haplotype 1)	Chromosome	29 May 2024	Vertebrate Genomes Project	   662,489,023	24.65	primary	fish
762	GCF_039906515.1	GCF_039906515.1_mPseCra1.hap1	Pseudorca crassidens	false killer whale (hap1 2024 refseq)	82174	SAMN41253811	haploid (haplotype 1)	Chromosome	31 May 2024	Vertebrate Genomes Project	 2,674,592,094	41.51	primary	mammals
763	GCF_040182565.1	GCF_040182565.1_Taihu_goose_T2T_genome	Anser cygnoides	Swan (goose HZ-2024a 2024)	8845	SAMN41386743	haploid	Chromosome	14 Jun 2024	Jiangsu Agri-animal Husbandry Vocational College	 1,215,354,515	24.67	primary	birds
764	GCF_040807025.1	GCF_040807025.1_bStrCam1.hap1	Struthio camelus	African ostrich (bStrCam1hap1 2024)	8801	SAMN42123890	haploid (haplotype 1)	Chromosome	22 Jul 2024	Vertebrate Genomes Project	 1,452,018,929	14.40	primary	birds
765	GCF_040869285.1	GCF_040869285.1_UKY_Mglu_1.0	Myxine glutinosa	Atlantic hagfish (MG_SS 2024)	7769	SAMN41069696	haploid	Chromosome	30 Jul 2024	University of Kentucky	 3,829,277,745	75.19	secondary	otherChordates
766	GCF_040894005.1	GCF_040894005.1_aEngPut4.maternal	Engystomops pustulosus	Tungara frog (aEngPut4 maternal hap 2024 refseq)	76066	SAMN42463661	haploid (maternal haplotype of diploid)	Chromosome	30 Jul 2024	Vertebrate Genomes Project	 2,158,203,323	52.56	primary	amphibians
767	GCF_040937935.1	GCF_040937935.1_aHypRig1.pri	Hyperolius riggenbachi	Riggenbach's reed frog (aHypRig1 primary hap 2024)	752182	SAMN42123895	haploid (principal pseudohaplotype of diploid)	Chromosome	30 Jul 2024	Vertebrate Genomes Project	 4,915,935,452	70.38	primary	amphibians
768	GCF_040938575.1	GCF_040938575.1_UKY_AmexF1_1	Ambystoma mexicanum	axolotl (Mex_15411 2024)	8296	SAMN43142723	haploid	Chromosome	30 Jul 2024	University of Kentucky	29,117,864,639	67.13	primary	amphibians
769	GCF_040954835.1	GCF_040954835.1_fLepOcu1.hap2	Lepisosteus oculatus	spotted gar (fLepOcu1hap2 2024)	7918	SAMN41155427	haploid (haplotype 2)	Chromosome	01 Aug 2024	Vertebrate Genomes Project	 1,200,589,847	39.20	primary	fish
770	GCF_042242105.1	GCF_042242105.1_fPemKlu1.hap1	Pempheris klunzingeri	rouch bullseye (RE-2024b hap1 2024 refseq)	3127111	SAMN40589649	haploid (haplotype 1)	Chromosome	25 Sep 2024	(n/a)	   646,252,061	24.57	primary	fish
771	GCF_042477335.2	GCF_042477335.2_ARS-UI_OviCan_v2	Ovis canadensis	bighorn sheep (v2 Bighorn MfBH-ARS-UI-01 2024)	37174	(n/a)	haploid	Chromosome	18 Oct 2024	Sheep Pangenome	 2,974,283,533	46.87	primary	mammals
772	GCF_043159975.1	GCF_043159975.1_mMacNem.hap1	Macaca nemestrina	pig-tailed macaque (mMacNem1hap1 2024 refseq)	9545	SAMN41827875	haploid (haplotype 1)	Chromosome	15 Oct 2024	Vertebrate Genomes Project	 3,116,288,670	53.59	primary	mammals
773	GCF_043641665.1	GCF_043641665.1_fEnoArm2.hap1	Enoplosus armatus	old wife E.armatus (hap1 2024)	215367	SAMN40589647	haploid (haplotype 1)	Chromosome	30 Oct 2024	Ocean Genomes	   579,897,767	23.12	primary	fish
774	GCF_044704955.1	GCF_044704955.1_sPriJap1.hap1	Pristiophorus japonicus	Japanese sawshark (hap1 2024 refseq)	55135	SAMN44116980	haploid (haplotype 1)	Chromosome	13 Nov 2024	Vertebrate Genomes Project	 5,923,069,295	71.47	primary	sharks
775	GCF_047511675.1	GCF_047511675.1_mMarFla1.hap1	Marmota flaviventris	yellow-bellied marmot (hap1 2025 refseq)	93162	SAMN45932315	haploid (haplotype 1)	Chromosome	10 Feb 2025	Vertebrate Genomes Project	 2,704,651,887	34.99	primary	mammals
776	GCF_048164855.1	GCF_048164855.1_mCanLup2.hap1	Canis lupus baileyi	Mexican gray wolf (hap1 2025 refseq)	143281	SAMN46796784	haploid (haplotype 1)	Chromosome	27 Feb 2025	Vertebrate Genomes Project	 2,495,589,887	35.20	primary	mammals
777	GCF_900324465.2	GCF_900324465.2_fAnaTes1.2	Anabas testudineus	climbing perch (v1.2 2018 refseq)	64144	SAMEA104026376	haploid (principal pseudohaplotype of diploid)	Chromosome	19 Dec 2018	SC	   555,658,001	21.33	primary	fish
778	GCF_900324485.2	GCF_900324485.2_fMasArm1.2	Mastacembelus armatus	zig-zag eel (v1.2 2019 refseq)	205130	SAMEA104026378	haploid (principal pseudohaplotype of diploid)	Chromosome	16 Mar 2019	SC	   591,951,587	20.76	primary	fish
779	GCF_900496995.4	GCF_900496995.4_bAquChr1.4	Aquila chrysaetos chrysaetos	golden eagle (v1.4 2021)	223781	SAMEA994725	haploid (principal pseudohaplotype of diploid)	Chromosome	26 Mar 2021	Wellcome Sanger Institute	 1,233,704,830	 8.95	primary	birds
780	GCF_900634415.1	GCF_900634415.1_fCotGob3.1	Cottoperca gobio	channel bull blenny (2019 refseq)	56716	SAMEA104242975	haploid	Chromosome	06 Feb 2019	SC	   609,391,784	26.02	primary	fish
781	GCF_900634625.1	GCF_900634625.1_fParRan2.1	Parambassis ranga	Indian glassy fish (v1 2019)	210632	SAMEA4675621	haploid	Chromosome	06 Feb 2019	SC	   551,012,959	22.27	primary	fish
782	GCF_900634775.1	GCF_900634775.1_fGouWil2.1	Gouania willdenowi	blunt-snouted clingfish (v1 2019 refseq)	441366	SAMEA104026382	haploid (principal pseudohaplotype of diploid)	Chromosome	06 Feb 2019	SC	   937,150,793	51.94	primary	fish
783	GCF_900634795.4	GCF_900634795.4_fBetSpl5.4	Betta splendens	Siamese fighting fish (v4 primary hap 2023)	158456	SAMEA104381735	haploid (principal pseudohaplotype of diploid)	Chromosome	10 Mar 2023	Wellcome Sanger Institute	   427,001,245	23.21	primary	fish
784	GCF_900700375.1	GCF_900700375.1_fDenClu1.1	Denticeps clupeoides	denticle herring (v1 2019)	299321	SAMEA104129917	haploid	Chromosome	16 Mar 2019	SC	   567,401,054	28.46	primary	fish
785	GCF_900747795.2	GCF_900747795.2_fErpCal1.3	Erpetoichthys calabaricus	reedfish (2021)	27687	SAMEA104026374	haploid (principal pseudohaplotype of diploid)	Chromosome	07 Jul 2021	Wellcome Sanger Institute	 3,613,551,144	59.63	primary	fish
786	GCF_900880675.1	GCF_900880675.1_fSpaAur1.1	Sparus aurata	gilthead seabream (v1 2019)	8175	SAMEA104384835	haploid (principal pseudohaplotype of diploid)	Chromosome	30 Jul 2019	SC	   833,595,063	31.86	primary	fish
787	GCF_900963305.1	GCF_900963305.1_fEcheNa1.1	Echeneis naucrates	live sharksucker (v1 2019)	173247	SAMEA4966390	haploid (principal pseudohaplotype of diploid)	Chromosome	11 Apr 2019	SC	   544,229,245	15.10	primary	fish
788	GCF_900964775.1	GCF_900964775.1_fSclFor1.1	Scleropages formosus	Asian bonytongue (2019)	113540	SAMEA4872123	haploid (principal pseudohaplotype of diploid)	Chromosome	11 Apr 2019	SC	   784,563,014	27.43	primary	fish
789	GCF_901000725.2	GCF_901000725.2_fTakRub1.2	Takifugu rubripes	torafugu (fTakRub1.2 2019 refseq)	31033	SAMEA104384834	haploid (principal pseudohaplotype of diploid)	Chromosome	05 Jun 2019	SC	   384,126,662	16.51	primary	fish
790	GCF_901001135.1	GCF_901001135.1_aRhiBiv1.1	Rhinatrema bivittatum	two-lined caecilian (v1.1 2019 refseq)	194408	SAMEA104387956	haploid (principal pseudohaplotype of diploid)	Chromosome	02 Jun 2019	SC	 5,319,239,201	66.86	primary	amphibians
791	GCF_901709675.1	GCF_901709675.1_fSynAcu1.2	Syngnathus acus	greater pipefish (v1.2 2020 refseq)	161584	SAMEA104381750	haploid	Chromosome	31 Jul 2020	SC	   324,331,233	25.04	primary	fish
792	GCF_902148845.1	GCF_902148845.1_fSalaFa1.1	Salarias fasciatus	jewelled blenny (2019)	181472	SAMEA4966329	haploid (principal pseudohaplotype of diploid)	Chromosome	03 Jul 2019	SC	   797,507,141	27.86	primary	fish
793	GCF_902148855.1	GCF_902148855.1_fSphaOr1.1	Sphaeramia orbicularis	orbiculate cardinalfish (2019)	375764	SAMEA4966328	haploid	Chromosome	03 Jul 2019	SC	 1,342,662,642	52.92	primary	fish
794	GCF_902150065.1	GCF_902150065.1_fMyrMur1.1	Myripristis murdjan	pinecone soldierfish (2019)	586833	SAMEA4872133	haploid	Chromosome	03 Jul 2019	SC	   835,254,674	32.39	primary	fish
795	GCF_902167405.1	GCF_902167405.1_gadMor3.0	Gadus morhua	Atlantic cod (2019)	8049	SAMEA5574046	haploid (principal pseudohaplotype of diploid)	Chromosome	16 Jul 2019	SC	   669,966,409	36.97	primary	fish
796	GCF_902362185.1	GCF_902362185.1_fChaCha1.1	Chanos chanos	milkfish (2019)	29144	SAMEA5159473	haploid (principal pseudohaplotype of diploid)	Chromosome	14 Aug 2019	SC	   656,929,047	20.58	primary	fish
797	GCF_902459465.1	GCF_902459465.1_eAstRub1.3	Asterias rubens	European starfish (2020)	7604	SAMEA994741	haploid	Chromosome	12 Feb 2020	SC	   417,601,740	45.16	primary	echinoderm
798	GCF_902459505.1	GCF_902459505.1_aGeoSer1.1	Geotrypetes seraphini	Gaboon caecilian (v1.1 2019 refseq)	260995	SAMEA104387963	haploid (principal pseudohaplotype of diploid)	Chromosome	18 Aug 2019	SC	 3,779,430,019	71.40	primary	amphibians
799	GCF_902500255.1	GCF_902500255.1_fThaAma1.1	Thalassophryne amazonica	prehistoric monster fish (2019 refseq)	390379	SAMEA104129913	haploid (principal pseudohaplotype of diploid)	Chromosome	30 Sep 2019	SC	 2,446,592,878	72.03	primary	fish
800	GCF_902655055.1	GCF_902655055.1_mLutLut1.2	Lutra lutra	Eurasian river otter (2020)	9657	SAMEA994731	haploid	Chromosome	31 Jul 2020	SC	 2,438,458,878	34.39	primary	mammals
801	GCF_902686445.1	GCF_902686445.1_mSciCar1.2	Sciurus carolinensis	gray squirrel (2020)	30640	SAMEA994726	haploid	Chromosome	31 Jul 2020	SC	 2,815,397,268	36.31	primary	mammals
802	GCF_902713425.1	GCF_902713425.1_fAciRut3.2_maternal_haplotype	Acipenser ruthenus	sterlet (maternal hap 2022 refseq)	7906	SAMEA5572864	haploid	Chromosome	02 Feb 2022	Wellcome Sanger Institute	 1,899,810,788	45.25	primary	fish
803	GCF_902713615.1	GCF_902713615.1_sScyCan1.1	Scyliorhinus canicula	smaller spotted catshark (v1.1 primary hap 2020 refseq)	7830	SAMEA994730	haploid	Chromosome	17 Dec 2020	SC	 4,220,406,627	68.76	primary	sharks
804	GCF_903992535.2	GCF_903992535.2_mArvAmp1.2	Arvicola amphibius	Eurasian water vole (v2 2021)	1047088	SAMEA994740	haploid	Chromosome	15 May 2021	Wellcome Sanger Institute	 2,297,766,297	34.76	primary	mammals
805	GCF_903995425.1	GCF_903995425.1_mOncTor1.1	Onychomys torridus	southern grasshopper mouse (2020)	38674	SAMEA104026389	haploid	Chromosome	21 Aug 2020	SC	 2,468,394,440	36.22	primary	mammals
806	GCF_903995435.1	GCF_903995435.1_mAcoRus1.1	Acomys russatus	golden spiny mouse (2020)	60746	SAMEA104026431	haploid	Chromosome	21 Aug 2020	SC	 2,301,522,284	33.83	primary	mammals
807	GCF_904848185.1	GCF_904848185.1_fAcaLat1.1	Acanthopagrus latus	yellowfin seabream (v.2019 primary hap 2020)	8177	SAMN16236878	haploid	Chromosome	12 Oct 2020	SC	   685,144,197	23.16	primary	fish
808	GCF_905171765.1	GCF_905171765.1_aBufBuf1.1	Bufo bufo	common toad (primary hap 2021)	8384	SAMEA7521636	haploid	Chromosome	28 Jan 2021	Wellcome Sanger Institute	 5,044,744,194	76.82	primary	amphibians
809	GCF_905171775.1	GCF_905171775.1_aRanTem1.1	Rana temporaria	European common frog (2021)	8407	SAMEA7521635	haploid (principal pseudohaplotype of diploid)	Chromosome	28 Jan 2021	Wellcome Sanger Institute	 4,111,422,596	68.59	primary	amphibians
810	GCF_910594005.1	GCF_910594005.1_mCerEla1.1	Cervus elaphus	red deer (2021)	9860	SAMEA7523520	haploid (principal pseudohaplotype of diploid)	Chromosome	07 Jul 2021	WELLCOME SANGER INSTITUTE	 2,886,603,524	44.67	primary	mammals
811	GCF_910596095.1	GCF_910596095.1_fThuMac1.1	Thunnus maccoyii	southern bluefin tuna (primary hap 2021 refseq)	8240	SAMEA8654747	haploid (principal pseudohaplotype of diploid)	Chromosome	07 Jul 2021	Wellcome Sanger Institute	   782,423,979	29.63	primary	fish
812	GCF_914725855.1	GCF_914725855.1_fThuAlb1.1	Thunnus albacares	yellowfin tuna (primary hap 2021)	8236	SAMEA8654749	haploid (principal pseudohaplotype of diploid)	Chromosome	16 Sep 2021	WELLCOME SANGER INSTITUTE	   792,101,331	30.47	primary	fish
813	GCF_922984935.1	GCF_922984935.1_mMelMel3.1_paternal_haplotype	Meles meles	Eurasian badger (v3.1 2021)	9662	SAMEA7524400	haploid	Chromosome	19 Dec 2021	WELLCOME SANGER INSTITUTE	 2,738,694,446	38.15	primary	mammals
814	GCF_929443795.1	GCF_929443795.1_bAccGen1.1	Accipiter gentilis	northern goshawk (v1 primary hap 2022 refseq)	8957	SAMEA8235650	haploid (principal pseudohaplotype of diploid)	Chromosome	09 Feb 2022	WELLCOME SANGER INSTITUTE	 1,398,011,397	18.04	primary	birds
815	GCF_937001465.1	GCF_937001465.1_mOrcOrc1.1	Orcinus orca	killer whale (2022)	9733	SAMEA8800229	haploid (principal pseudohaplotype of diploid)	Chromosome	03 May 2022	WELLCOME SANGER INSTITUTE	 2,647,351,467	42.14	primary	mammals
816	GCF_947179515.1	GCF_947179515.1_mApoSyl1.1	Apodemus sylvaticus	European woodmouse (2022 refseq)	10129	SAMEA7702024	haploid (principal pseudohaplotype of diploid)	Chromosome	28 Oct 2022	WELLCOME SANGER INSTITUTE	 2,889,785,202	44.86	primary	mammals
817	GCF_947347685.1	GCF_947347685.1_fPlePla1.1	Pleuronectes platessa	European plaice (primary hap 2022 refseq)	8262	SAMEA13853390	haploid (principal pseudohaplotype of diploid)	Chromosome	29 Nov 2022	WELLCOME SANGER INSTITUTE	   687,388,084	32.65	primary	fish
818	GCF_947461875.1	GCF_947461875.1_bHalAlb1.1	Haliaeetus albicilla	white-tailed eagle (primary hap 2022 refseq)	8969	SAMEA12857288	haploid (principal pseudohaplotype of diploid)	Chromosome	06 Dec 2022	WELLCOME SANGER INSTITUTE	 1,320,315,924	23.68	primary	birds
819	GCF_949316205.1	GCF_949316205.1_fPlaFle2.1	Platichthys flesus	European flounder (primary hap 2023 refseq)	8260	SAMEA110026475	haploid (principal pseudohaplotype of diploid)	Chromosome	05 Apr 2023	WELLCOME SANGER INSTITUTE	   597,120,941	27.16	primary	fish
820	GCF_949316345.1	GCF_949316345.1_fPunPun2.1	Pungitius pungitius	ninespine stickleback (primary hap 2023 refseq)	134920	SAMEA11296545	haploid (principal pseudohaplotype of diploid)	Chromosome	08 Apr 2023	WELLCOME SANGER INSTITUTE	   480,434,100	28.40	primary	fish
821	GCF_949774975.1	GCF_949774975.1_mLagAlb1.1	Lagenorhynchus albirostris	white-beaked dolphin (primary hap 2023 refseq)	27610	SAMEA111380537	haploid (principal pseudohaplotype of diploid)	Chromosome	08 Apr 2023	WELLCOME SANGER INSTITUTE	 2,544,835,795	40.53	primary	mammals
822	GCF_949987515.2	GCF_949987515.2_mDelDel1.2	Delphinus delphis	saddleback dolphin (v2 primary hap 2024 refseq)	9728	SAMEA111380534	haploid (principal pseudohaplotype of diploid)	Chromosome	07 Sep 2024	WELLCOME SANGER INSTITUTE	 2,663,516,986	42.65	primary	mammals
823	GCF_949987535.1	GCF_949987535.1_mBalAcu1.1	Balaenoptera acutorostrata	minke whale (primary hap 2023 refseq)	9767	SAMEA111380540	haploid (principal pseudohaplotype of diploid)	Chromosome	01 May 2023	WELLCOME SANGER INSTITUTE	 2,772,885,358	44.23	primary	mammals
824	GCF_950005125.1	GCF_950005125.1_mChiNiv1.1	Chionomys nivalis	European snow vole (primary hap 2023 refseq)	269649	SAMEA13217622	haploid (principal pseudohaplotype of diploid)	Chromosome	01 May 2023	WELLCOME SANGER INSTITUTE	 2,393,390,621	44.15	primary	mammals
825	GCF_950295315.1	GCF_950295315.1_mEriEur2.1	Erinaceus europaeus	western European hedgehog (primary hap 2023 refseq)	9365	SAMEA13207416	haploid (principal pseudohaplotype of diploid)	Chromosome	01 May 2023	WELLCOME SANGER INSTITUTE	 2,720,683,831	55.37	primary	mammals
826	GCF_958295425.1	GCF_958295425.1_fSolSol10.1	Solea solea	common sole (primary hap 2023 refseq)	90069	SAMEA10984647	haploid (principal pseudohaplotype of diploid)	Chromosome	06 Jul 2023	WELLCOME SANGER INSTITUTE	   643,757,955	30.92	primary	fish
827	GCF_963082965.1	GCF_963082965.1_fCarCar2.1	Carassius carassius	crucian carp (primary hap 2023 refseq)	217509	SAMEA11296534	haploid (principal pseudohaplotype of diploid)	Chromosome	09 Aug 2023	WELLCOME SANGER INSTITUTE	 1,684,296,438	48.16	primary	fish
828	GCF_963259705.1	GCF_963259705.1_mMyoDau2.1	Myotis daubentonii	Daubenton's bat (primary hap 2023 refseq)	98922	SAMEA9921455	haploid (principal pseudohaplotype of diploid)	Chromosome	20 Aug 2023	WELLCOME SANGER INSTITUTE	 2,127,807,131	36.53	primary	mammals
829	GCF_963455315.2	GCF_963455315.2_mGloMel1.2	Globicephala melas	long-finned pilot whale (v2 primary hap 2024 refseq)	9731	SAMEA111380538	haploid (principal pseudohaplotype of diploid)	Chromosome	07 Sep 2024	WELLCOME SANGER INSTITUTE	 2,651,276,051	42.02	primary	mammals
830	GCF_963506605.1	GCF_963506605.1_rZooViv1.1	Zootoca vivipara	common lizard Z.vivipara (primary hap 2023)	8524	SAMEA111528662	haploid (principal pseudohaplotype of diploid)	Chromosome	20 Sep 2023	WELLCOME SANGER INSTITUTE	 1,440,239,386	45.64	primary	reptiles
